kvknummer,naam,vestigingsnummer,isHoofdvestiging,adres,huisnr-toev,huisnr,huisnr_remainder,plaats,postcode,sbi_codes,adresseerbaarobject_id,geometrie_ll,weergavenaam,longitude,latitude,oppervlakte
01169570,Afdeling Orthodontie - UMCG,000038194961,False,Oostersingel,63a,63,a,Groningen,9713 EZ,,0014010022204413,POINT(6.5729293 53.22266257),"Oostersingel 63a, 9713EZ Groningen",6.5729293,53.22266257,4549
01169570,Centrum voor Bijzondere Tandheelkunde (CBT) - UMCG,000038194953,False,Oostersingel,63b,63,b,Groningen,9713 EZ,,0014010022204419,POINT(6.57209051 53.22303148),"Oostersingel 63b, 9713EZ Groningen",6.57209051,53.22303148,22214
01169570,"Centrum voor Revalidatie UMCG, locatie Beatrixoord",000012915874,False,Dilgtweg,5,5,,Haren Gn,9751 ND,,0014010040017527,POINT(6.59988668 53.1838394),"Dilgtweg 5b-1, 9751ND Haren Gn",6.59988668,53.1838394,35
01169570,Centrum voor Tand- en Mondzorgkunde,000032407114,False,Antonius Deusinglaan,1,1,,Groningen,9713 AV,,0014010040030590,POINT(6.57052119 53.22448322),"Antonius Deusinglaan 1, 9713AV Groningen",6.57052119,53.22448322,90796
01169570,Poliklinische Apotheek UMCG,000036562904,False,Oostersingel,63,63,,Groningen,9713 EZ,,0014010011069714,POINT(6.5741089 53.22170604),"Oostersingel 63, 9713EZ Groningen",6.5741089,53.22170604,723
01169570,UMCG Logistiek Centrum Eemspoort,000012915890,False,Jeverweg,3,3,,Groningen,9723 JE,,0014010011083450,POINT(6.6122337 53.21273758),"Jeverweg 3, 9723JE Groningen",6.6122337,53.21273758,9910
01169570,Universitair Medisch Centrum Groningen (UMCG) / Poliklinische Apotheek UMCG,000012915866,True,Hanzeplein,1,1,,Groningen,9713 GZ,,0014010011065922,POINT(6.5770859 53.22101287),"Hanzeplein 1, 9713GZ Groningen",6.5770859,53.22101287,278649
01178096,Akkers 1,000031468047,False,De Akkers,1,1,,Drachten,9204 WE,,0090010000664386,POINT(6.07933289 53.09340393),"De Akkers 1, 9204WE Drachten",6.07933289,53.09340393,395.0
01178096,Collinghastate,000058147446,False,Leeuwerikstraat,12,12,,Kollum,9291 BG,,0079010000369917,POINT(6.14621243 53.28319658),"Leeuwerikstraat 12, 9291BG Kollum",6.14621243,53.28319658,116.0
01178096,Eetcafe de Stal,000016970780,False,Rotstergaastweg,42,42,,Nieuweschoot,8452 LB,,0074010000402905,POINT(5.92396744 52.9330519),"Rotstergaastweg 42, 8452LB Nieuweschoot",5.92396744,52.9330519,285.0
01178096,Fasehuis De Berken,000031468098,False,De Berken,14,14,,Dokkum,9103 RM,,0058010000221580,POINT(6.00866368 53.31455435),"De Berken 14, 9103RM Dokkum",6.00866368,53.31455435,108.0
01178096,Hayema State,000045062935,False,Moundyk,14a,14,a,Stiens,9051 AH,,0081010000004464,POINT(5.75450608 53.26036135),"Moundyk 14a, 9051AH Stiens",5.75450608,53.26036135,1380.0
01178096,Huizem Dorp,000023190213,False,Huizum-Dorp,17a,17,a,Leeuwarden,8934 BS,,0080010000429876,POINT(5.81144609 53.1924077),"Huizum-Dorp 17a, 8934BS Leeuwarden",5.81144609,53.1924077,415.0
01178096,Ieleane 10,000032343760,False,Ieleane,10,10,,Stiens,9051 LP,,0081010000003457,POINT(5.77021151 53.26008713),"Ieleane 10, 9051LP Stiens",5.77021151,53.26008713,1584.0
01178096,It Lytshûs,000051028808,False,De Klimmer,23,23,,Damwâld,9104 JT,,1891010001658985,POINT(5.99969283 53.29560178),"De Klimmer 23, 9104JT Damwâld",5.99969283,53.29560178,193.0
01178096,Lanen State,000045062927,False,De Lanen,2,2,,Drachten,9204 WC,,0090010000685284,POINT(6.0754106 53.09552292),"De Lanen 2, 9204WC Drachten",6.0754106,53.09552292,454.0
01178096,Logistiekcentrum Alliade,000058147462,False,Businesspark Friesland-West,27f,27,f,Heerenveen,8447 SL,,0051010001250421,POINT(5.89090843 52.96493162),"Businesspark Friesland-West 27F, 8447SL Heerenveen",5.89090843,52.96493162,1384.0
01178096,Mariahof,000031468853,False,Johannes Nagelhoutlaan,21,21,,Bakhuizen,8574 SR,,1921010002054223,POINT(5.45594352 52.86822663),"Johannes Nagelhoutlaan 21, 8574SR Bakhuizen",5.45594352,52.86822663,42.0
01178096,"Meriant, Dependance WenWearde",000031709923,False,Ericalaan,22,22,,Jubbega,8411 VK,,0074010000407755,POINT(6.12535886 53.00298331),"Ericalaan 22, 8411VK Jubbega",6.12535886,53.00298331,270.0
01178096,"Meriant, Verpleegcentrum Anna Schotanus",000031030750,False,Marktweg,104,104,,Heerenveen,8444 AC,,0074010003181689,POINT(5.94814891 52.94119496),"Marktweg 104, 8444AC Heerenveen",5.94814891,52.94119496,1014.0
01178096,"Meriant, Zorgcentrum Berkenstede (voorheen Klein Lindestede)",000031030718,False,Hortensiastraat,49,49,,Wolvega,8471 KK,,0098010000008263,POINT(6.00888571 52.87411017),"Hortensiastraat 49, 8471KK Wolvega",6.00888571,52.87411017,2380.0
01178096,"Meriant, Zorgcentrum Coornhert State",000031030734,False,Vogelwijk,20,20,,Heerenveen,8446 KE,,0074010002054999,POINT(5.92041086 52.94721257),"Vogelwijk 20, 8446KE Heerenveen",5.92041086,52.94721257,3721.0
01178096,"Meriant, Zorgcentrum Herema State",000031030726,False,Heremaweg,4,4,,Heerenveen,8444 AN,,0074010002054997,POINT(5.94724949 52.9382891),"Heremaweg 4, 8444AN Heerenveen",5.94724949,52.9382891,5830.0
01178096,"Meriant, Zorgcentrum Marijke Hiem",000031030742,False,H Hebbesstraat,1,1,,Heerenveen,8442 GH,,0074010002060182,POINT(5.9309607 52.95475404),"H Hebbesstraat 1, 8442GH Heerenveen",5.9309607,52.95475404,294.0
01178096,"Meriant, Zorgcentrum Wilgenstede (voorheen LindeStede en Nieuwe Lindenoord)",000031030696,False,Steenwijkerweg,34,34,,Wolvega,8471 LB,,0098010000010974,POINT(6.0042953 52.87387081),"Steenwijkerweg 34, 8471LB Wolvega",6.0042953,52.87387081,5773.0
01178096,Puccini State,000045062919,False,Puccinistraat,5,5,,Wolvega,8471 PC,,0098010000012364,POINT(6.00112269 52.86601759),"Puccinistraat 5, 8471PC Wolvega",6.00112269,52.86601759,515.0
01178096,Rinkelblom,000058147454,False,Zwanedrift,2,2,,Heerenveen,8446 KS,,0074010000400816,POINT(5.91530866 52.94945945),"Zwanedrift 2, 8446KS Heerenveen",5.91530866,52.94945945,1890.0
01178096,Rond 7-9,000031559336,False,'t Rond,7,7,,Beetsterzwaag,9244 JD,,0086010000403492,POINT(6.08284742 53.05316198),"'t Rond 7, 9244JD Beetsterzwaag",6.08284742,53.05316198,283.0
01178096,Salomonszegel,000023189959,False,Salomonszegel,103,103,,Leeuwarden,8935 SE,,0080010000410112,POINT(5.82991613 53.18953878),"Salomonszegel 103, 8935SE Leeuwarden",5.82991613,53.18953878,229.0
01178096,Skoalhus,000031468063,False,Leeuwarderweg,13,13,,Franeker,8801 BS,,0070010000335581,POINT(5.55055216 53.18688258),"Leeuwarderweg 13, 8801BS Franeker",5.55055216,53.18688258,71.0
01178096,Stichting Alliade,000016970721,True,Trambaan,10,10,,Heerenveen,8441 BH,,0074010000388384,POINT(5.9159706 52.96109397),"Trambaan 10, 8441BH Heerenveen",5.9159706,52.96109397,3288.0
01178096,Stichting Alliade,000031651828,False,Steenwijkerweg,49,49,,Wolvega,8471 KZ,,0098010000010988,POINT(6.00750238 52.87301835),"Steenwijkerweg 49, 8471KZ Wolvega",6.00750238,52.87301835,10548.0
01178096,Stichting Alliade,000050113607,False,Aak,11,11,,Heerenveen,8446 ET,,0074010000372782,POINT(5.91048761 52.95313816),"Aak 11, 8446ET Heerenveen",5.91048761,52.95313816,478.0
01178096,Stichting Alliade,000050113615,False,Ame,26 28,26,28,Drachten,9204 EW,,0090010000622630,POINT(6.06971523 53.09575723),"Ame 26-28, 9204EW Drachten",6.06971523,53.09575723,297.0
01178096,Stichting Alliade,000050113623,False,van Bootsmalaan,2,2,,Kollum,9291 HJ,,1970010011118818,POINT(6.14808435 53.27474653),"van Bootsmalaan 2, 9291HJ Kollum",6.14808435,53.27474653,207.0
01178096,Stichting Alliade,000050113631,False,De Akkers,11,11,,Drachten,9204 WE,,0090010000684130,POINT(6.08137331 53.09253877),"De Akkers 11, 9204WE Drachten",6.08137331,53.09253877,59.0
01178096,Stichting Alliade,000050113658,False,De Akkers,3,3,,Drachten,9204 WE,,0090010000664388,POINT(6.07981178 53.09360951),"De Akkers 3, 9204WE Drachten",6.07981178,53.09360951,80.0
01178096,Stichting Alliade,000050113666,False,De Akkers,9,9,,Drachten,9204 WE,,0090010000684112,POINT(6.08119933 53.0925267),"De Akkers 9, 9204WE Drachten",6.08119933,53.0925267,59.0
01178096,Stichting Alliade,000050113674,False,Assessorlaan,67,67,,Oosterwolde,8431 DC,,0085010000005185,POINT(6.28707076 52.98300581),"Assessorlaan 67, 8431DC Oosterwolde",6.28707076,52.98300581,125.0
01178096,Stichting Alliade,000050113682,False,BadhÃºswei,4,4,,DamwÃ¢ld,9104 DV,,,,,,,
01178096,Stichting Alliade,000050113690,False,Tammingastraat,2,2,,Heerenveen,8448 PM,,0074010000398154,POINT(5.9565866 52.95266368),"Tammingastraat 2, 8448PM Heerenveen",5.9565866,52.95266368,65.0
01178096,Stichting Alliade,000050114441,False,Bouriciuslaan,37 39,37,39,Drachten,9203 PB,,0090010000666192,POINT(6.08558876 53.09636104),"Bouriciuslaan 37-39, 9203PB Drachten",6.08558876,53.09636104,430.0
01178096,Stichting Alliade,000050114468,False,Frederik Hendriklaan,8,8,,Heerenveen,8448 ME,,0074010000401094,POINT(5.94764404 52.95791216),"Frederik Hendriklaan 8, 8448ME Heerenveen",5.94764404,52.95791216,58.0
01178096,Stichting Alliade,000050114492,False,De Haer,3,3,,Oosterwolde,8431 GS,,0085010000010401,POINT(6.29270813 52.98558338),"De Haer 3, 8431GS Oosterwolde",6.29270813,52.98558338,242.0
01178096,Stichting Alliade,000050114999,False,De Klimmer,2,2,,Damwâld,9104 JT,,1891010001664890,POINT(5.99933136 53.29405838),"De Klimmer 2, 9104JT Damwâld",5.99933136,53.29405838,202.0
01178096,Stichting Alliade,000050115006,False,De Velden,3,3,,Drachten,9204 WH,,0090010000684149,POINT(6.08189866 53.09182931),"De Velden 3, 9204WH Drachten",6.08189866,53.09182931,59.0
01178096,Stichting Alliade,000050115014,False,De Velden,5,5,,Drachten,9204 WH,,0090010000684151,POINT(6.08201206 53.0920046),"De Velden 5, 9204WH Drachten",6.08201206,53.0920046,59.0
01178096,Stichting Alliade,000050115022,False,De Wouden,1,1,,Drachten,9204 WD,,0090010000648686,POINT(6.07763943 53.09507607),"De Wouden 1, 9204WD Drachten",6.07763943,53.09507607,447.0
01178096,Stichting Alliade,000050115030,False,De Wouden,10,10,,Drachten,9204 WD,,0090010000648672,POINT(6.07905729 53.0945245),"De Wouden 10, 9204WD Drachten",6.07905729,53.0945245,447.0
01178096,Stichting Alliade,000050117203,False,De Wouden,11,11,,Drachten,9204 WD,,0090010000664372,POINT(6.07924652 53.09491099),"De Wouden 11, 9204WD Drachten",6.07924652,53.09491099,447.0
01178096,Stichting Alliade,000050117211,False,De Wouden,12,12,,Drachten,9204 WD,,0090010000648674,POINT(6.07988215 53.09426133),"De Wouden 12, 9204WD Drachten",6.07988215,53.09426133,458.0
01178096,Stichting Alliade,000050117238,False,De Wouden,14,14,,Drachten,9204 WD,,0090010000654806,POINT(6.07968465 53.09401674),"De Wouden 14, 9204WD Drachten",6.07968465,53.09401674,217.0
01178096,Stichting Alliade,000050117246,False,De Wouden,16,16,,Drachten,9204 WD,,0090010000648676,POINT(6.07939581 53.09389804),"De Wouden 16, 9204WD Drachten",6.07939581,53.09389804,346.0
01178096,Stichting Alliade,000050117254,False,De Wouden,18,18,,Drachten,9204 WD,,0090010000648678,POINT(6.0790566 53.09375409),"De Wouden 18, 9204WD Drachten",6.0790566,53.09375409,375.0
01178096,Stichting Alliade,000050117890,False,De Wouden,19,19,,Drachten,9204 WD,,0090010000664378,POINT(6.07881665 53.09323604),"De Wouden 19, 9204WD Drachten",6.07881665,53.09323604,471.0
01178096,Stichting Alliade,000050117904,False,De Wouden,2,2,,Drachten,9204 WD,,0090010000648666,POINT(6.07718796 53.09447321),"De Wouden 2, 9204WD Drachten",6.07718796,53.09447321,451.0
01178096,Stichting Alliade,000050117912,False,De Wouden,20,20,,Drachten,9204 WD,,0090010000648680,POINT(6.07843191 53.09401545),"De Wouden 20, 9204WD Drachten",6.07843191,53.09401545,473.0
01178096,Stichting Alliade,000050117920,False,De Wouden,21,21,,Drachten,9204 WD,,0090010000664380,POINT(6.07835442 53.09341108),"De Wouden 21, 9204WD Drachten",6.07835442,53.09341108,514.0
01178096,Stichting Alliade,000050117939,False,De Wouden,22,22,,Drachten,9204 WD,,0090010000648682,POINT(6.07875579 53.09422118),"De Wouden 22, 9204WD Drachten",6.07875579,53.09422118,447.0
01178096,Stichting Alliade,000050118404,False,De Wouden,25,25,,Drachten,9204 WD,,0090010000664384,POINT(6.077397 53.09411511),"De Wouden 25, 9204WD Drachten",6.077397,53.09411511,490.0
01178096,Stichting Alliade,000050118412,False,De Wouden,3,3,,Drachten,9204 WD,,0090010000665830,POINT(6.07815491 53.09520482),"De Wouden 3, 9204WD Drachten",6.07815491,53.09520482,326.0
01178096,Stichting Alliade,000050118420,False,De Wouden,4,4,,Drachten,9204 WD,,0090010000648668,POINT(6.0773412 53.09471552),"De Wouden 4, 9204WD Drachten",6.0773412,53.09471552,447.0
01178096,Stichting Alliade,000050118439,False,De Wouden,5,5,,Drachten,9204 WD,,0090010000664366,POINT(6.07825822 53.09521815),"De Wouden 5, 9204WD Drachten",6.07825822,53.09521815,330.0
01178096,Stichting Alliade,000050118447,False,De Wouden,6,6,,Drachten,9204 WD,,0090010000654158,POINT(6.07816834 53.09472722),"De Wouden 6, 9204WD Drachten",6.07816834,53.09472722,447.0
01178096,Stichting Alliade,000050119583,False,De Wouden,7,7,,Drachten,9204 WD,,0090010000664368,POINT(6.07880495 53.09519473),"De Wouden 7, 9204WD Drachten",6.07880495,53.09519473,330.0
01178096,Stichting Alliade,000050119591,False,De Wouden,8,8,,Drachten,9204 WD,,0090010000648670,POINT(6.07856565 53.09483512),"De Wouden 8, 9204WD Drachten",6.07856565,53.09483512,447.0
01178096,Stichting Alliade,000050119605,False,De Wouden,9,9,,Drachten,9204 WD,,0090010000664370,POINT(6.07889488 53.09516001),"De Wouden 9, 9204WD Drachten",6.07889488,53.09516001,326.0
01178096,Stichting Alliade,000050119613,False,Eskesstraat,22,22,,Kollum,9291 GX,,0079010000367155,POINT(6.14882298 53.27827952),"Eskesstraat 22, 9291GX Kollum",6.14882298,53.27827952,260.0
01178096,Stichting Alliade,000050119621,False,Freerk Bosgraafstraat,25,25,,Burgum,9251 CT,,0737010000015201,POINT(5.99440336 53.1948915),"Freerk Bosgraafstraat 25, 9251CT Burgum",5.99440336,53.1948915,283.0
01178096,Stichting Alliade,000050120018,False,Fluessen,55,55,,Drachten,9204 HS,,0090010000702326,POINT(6.06697182 53.09862608),"Fluessen 55, 9204HS Drachten",6.06697182,53.09862608,184.0
01178096,Stichting Alliade,000050120026,False,De Brogge,4,4,,Wolvega,8472 AG,,0098010000006741,POINT(6.00725395 52.88125029),"De Brogge 4, 8472AG Wolvega",6.00725395,52.88125029,87.0
01178096,Stichting Alliade,000050120042,False,Frittemaleane,7 000,7,000,Sneek,8604 AA,,0091010000037217,POINT(5.67427084 53.04095377),"Frittemaleane 7-000, 8604AA Sneek",5.67427084,53.04095377,400.0
01178096,Stichting Alliade,000050120050,False,It Waarlamke,70,70,,Bolsward,8702 CV,,0064010000137388,POINT(5.53305327 53.06527345),"It Waarlamke 70, 8702CV Bolsward",5.53305327,53.06527345,73.0
01178096,Stichting Alliade,000050120417,False,Geert Lammertslaan,9,9,,Oldeberkoop,8421 RV,,0085010000009094,POINT(6.13646716 52.93854677),"Geert Lammertslaan 9, 8421RV Oldeberkoop",6.13646716,52.93854677,520.0
01178096,Stichting Alliade,000050120425,False,Binnentún,1,1,,Goutum,9084 CH,,0080010000423864,POINT(5.80266503 53.1771175),"Binnentún 1, 9084CH Goutum",5.80266503,53.1771175,40.0
01178096,Stichting Alliade,000050120433,False,Tjotterstraat,42,42,,Leeuwarden,8937 AS,,0080010000427352,POINT(5.81930449 53.1953841),"Tjotterstraat 420, 8937AS Leeuwarden",5.81930449,53.1953841,34.0
01178096,Stichting Alliade,000050120441,False,Grietmanslaan,86,86,,Oosterwolde,8431 CV,,0085010000006135,POINT(6.28474256 52.9847397),"Grietmanslaan 86, 8431CV Oosterwolde",6.28474256,52.9847397,137.0
01178096,Stichting Alliade,000050120468,False,Gritmûne,5,5,,Dokkum,9102 EM,,0058010000228236,POINT(5.99626618 53.33279441),"Gritmûne 5, 9102EM Dokkum",5.99626618,53.33279441,104.0
01178096,Stichting Alliade,000050250949,False,Groot Sjaerdema,1,1,,Franeker,8801 HS,,0070010000333609,POINT(5.53508612 53.18754964),"Groot Sjaerdema 1, 8801HS Franeker",5.53508612,53.18754964,43.0
01178096,Stichting Alliade,000050250957,False,Hagewyk,63,63,,Drachten,9202 AJ,,0090010000669528,POINT(6.11707205 53.11454846),"Hagewyk 63, 9202AJ Drachten",6.11707205,53.11454846,410.0
01178096,Stichting Alliade,000050250965,False,de Hammeren,6,6,,Kollum,9291 PB,,0079010000376993,POINT(6.14142605 53.28265847),"de Hammeren 6, 9291PB Kollum",6.14142605,53.28265847,301.0
01178096,Stichting Alliade,000050250973,False,de Hammeren,31,31,,Kollum,9291 PC,,0079010000367773,POINT(6.14132948 53.28297511),"de Hammeren 31, 9291PC Kollum",6.14132948,53.28297511,288.0
01178096,Stichting Alliade,000050252356,False,Coehoorn van Scheltingaweg,100,100,,Heerenveen,8442 GB,,0074010003179039,POINT(5.93090224 52.95546583),"Coehoorn van Scheltingaweg 100, 8442GB Heerenveen",5.93090224,52.95546583,329.0
01178096,Stichting Alliade,000050252364,False,Hege Hearewei,1a,1,a,Stiens,9051 AA,,0081010000003843,POINT(5.75631328 53.26529856),"Hege Hearewei 1a, 9051AA Stiens",5.75631328,53.26529856,246.0
01178096,Stichting Alliade,000050252372,False,Hegebuorren,9,9,,Stiens,9051 AD,,0081010000003717,POINT(5.75644272 53.26347049),"Hegebuorren 9, 9051AD Stiens",5.75644272,53.26347049,351.0
01178096,Stichting Alliade,000050252380,False,Wijnhornsterstraat,23,23,,Leeuwarden,8932 EX,,0080010000469958,POINT(5.787933 53.19463452),"Wijnhornsterstraat 23, 8932EX Leeuwarden",5.787933,53.19463452,388.0
01178096,Stichting Alliade,000050253344,False,Wijnhornsterstraat,30,30,,Leeuwarden,8932 EX,,0080010000483532,POINT(5.78640284 53.1944613),"Wijnhornsterstraat 30, 8932EX Leeuwarden",5.78640284,53.1944613,30.0
01178096,Stichting Alliade,000050253352,False,Ieleane,11,11,,Stiens,9051 LP,,0081010000002452,POINT(5.77256635 53.2605496),"Ieleane 11, 9051LP Stiens",5.77256635,53.2605496,519.0
01178096,Stichting Alliade,000050253360,False,Ieleane,12,12,,Stiens,9051 LP,,0081010000003269,POINT(5.77034961 53.25930539),"Ieleane 12, 9051LP Stiens",5.77034961,53.25930539,555.0
01178096,Stichting Alliade,000050253379,False,Ieleane,13,13,,Stiens,9051 LP,,0081010000002449,POINT(5.77335231 53.26025897),"Ieleane 13, 9051LP Stiens",5.77335231,53.26025897,519.0
01178096,Stichting Alliade,000050253387,False,Ieleane,15,15,,Stiens,9051 LP,,0081010000002450,POINT(5.77298505 53.2601871),"Ieleane 15, 9051LP Stiens",5.77298505,53.2601871,519.0
01178096,Stichting Alliade,000050254537,False,Ieleane,5,5,,Stiens,9051 LP,,0081010000002753,POINT(5.77232282 53.26093221),"Ieleane 5, 9051LP Stiens",5.77232282,53.26093221,530.0
01178096,Stichting Alliade,000050254545,False,Ieleane,16,16,,Stiens,9051 LP,,0081010000002465,POINT(5.771831 53.26020589),"Ieleane 16, 9051LP Stiens",5.771831,53.26020589,530.0
01178096,Stichting Alliade,000050254553,False,Ieleane,18,18,,Stiens,9051 LP,,0081010000002466,POINT(5.77139234 53.26006977),"Ieleane 18, 9051LP Stiens",5.77139234,53.26006977,530.0
01178096,Stichting Alliade,000050254561,False,Ieleane,20,20,,Stiens,9051 LP,,0081010000003458,POINT(5.77171139 53.25975556),"Ieleane 20, 9051LP Stiens",5.77171139,53.25975556,519.0
01178096,Stichting Alliade,000050254588,False,Ieleane,22,22,,Stiens,9051 LP,,0081010000002542,POINT(5.77207857 53.25981969),"Ieleane 22, 9051LP Stiens",5.77207857,53.25981969,530.0
01178096,Stichting Alliade,000050255584,False,Ieleane,7,7,,Stiens,9051 LP,,0081010000002752,POINT(5.77268698 53.26100047),"Ieleane 7, 9051LP Stiens",5.77268698,53.26100047,519.0
01178096,Stichting Alliade,000050255592,False,Ieleane,9,9,,Stiens,9051 LP,,0081010000002451,POINT(5.77300459 53.26068752),"Ieleane 9, 9051LP Stiens",5.77300459,53.26068752,519.0
01178096,Stichting Alliade,000050255606,False,Iepensteinlaan,24,24,,Joure,8501 KN,,0051010001239687,POINT(5.8014069 52.95956912),"Iepensteinlaan 24, 8501KN Joure",5.8014069,52.95956912,85.0
01178096,Stichting Alliade,000050255614,False,J.D. de Vriesstraat,4,4,,Burgum,9251 CK,,0737010001001139,POINT(5.99324257 53.1937605),"J.D. de Vriesstraat 4A, 9251CK Burgum",5.99324257,53.1937605,39.0
01178096,Stichting Alliade,000050255622,False,De Hoven,2 1,2,1,Drachten,9204 WG,,0090010000677976,POINT(6.07907662 53.09130203),"De Hoven 2-1, 9204WG Drachten",6.07907662,53.09130203,59.0
01178096,Stichting Alliade,000050256262,False,De Hoven,4 1,4,1,Drachten,9204 WG,,0090010000678009,POINT(6.07890834 53.09099247),"De Hoven 4-1, 9204WG Drachten",6.07890834,53.09099247,59.0
01178096,Stichting Alliade,000050256270,False,De Lanen,100 1,100,1,Drachten,9204 WC,,0090010000677959,POINT(6.07896849 53.09157965),"De Lanen 100-1, 9204WC Drachten",6.07896849,53.09157965,59.0
01178096,Stichting Alliade,000050256289,False,De Lanen,104 1,104,1,Drachten,9204 WC,,0090010000677993,POINT(6.07849442 53.09104123),"De Lanen 104-1, 9204WC Drachten",6.07849442,53.09104123,59.0
01178096,Stichting Alliade,000050256297,False,Thiedamawei,3a,3,a,Damwâld,9104 HT,,1891010001645272,POINT(6.00117756 53.29400719),"Thiedamawei 3a, 9104HT Damwâld",6.00117756,53.29400719,11.0
01178096,Stichting Alliade,000050256300,False,Kening State,1,1,,Franeker,8802 VG,,0070010000351713,POINT(5.52201195 53.1876597),"Kening State 1, 8802VG Franeker",5.52201195,53.1876597,13.0
