Leeftijd;Perioden;Regio's;Bevolking op 1 januari (aantal)
0 jaar;2023;De Lier;
0 jaar;2022;Lieshout;
0 jaar;2023;Lieshout;
0 jaar;2022;Liesveld;
0 jaar;2023;Liesveld;
0 jaar;2022;Limmen;
0 jaar;2023;Limmen;
0 jaar;2022;Lingewaal;
0 jaar;2023;Lingewaal;
0 jaar;2022;Lingewaard;387
0 jaar;2023;Lingewaard;401
0 jaar;2022;Linne;
0 jaar;2023;Linne;
0 jaar;2022;Linschoten;
0 jaar;2023;Linschoten;
0 jaar;2022;Lisse;233
0 jaar;2023;Lisse;212
0 jaar;2022;Lith;
0 jaar;2023;Lith;
0 jaar;2022;Littenseradiel;
0 jaar;2023;Littenseradiel;
0 jaar;2022;Lochem;251
0 jaar;2023;Lochem;227
0 jaar;2022;Loenen;
0 jaar;2023;Loenen;
0 jaar;2022;Loon op Zand;258
0 jaar;2023;Loon op Zand;224
0 jaar;2022;Loosdrecht;
0 jaar;2023;Loosdrecht;
0 jaar;2022;Lopik;150
0 jaar;2023;Lopik;153
0 jaar;2022;Loppersum;
0 jaar;2023;Loppersum;
0 jaar;2022;Losser;216
0 jaar;2023;Losser;196
0 jaar;2022;Luyksgestel;
0 jaar;2023;Luyksgestel;
0 jaar;2022;Maarheeze;
0 jaar;2023;Maarheeze;
0 jaar;2022;Maarn;
0 jaar;2023;Maarn;
0 jaar;2022;Maarssen;
0 jaar;2023;Maarssen;
0 jaar;2022;Maartensdijk;
0 jaar;2023;Maartensdijk;
0 jaar;2022;Maasbracht;
0 jaar;2023;Maasbracht;
0 jaar;2022;Maasbree;
0 jaar;2023;Maasbree;
0 jaar;2022;Maasdonk;
0 jaar;2023;Maasdonk;
0 jaar;2022;Maasdriel;243
0 jaar;2023;Maasdriel;213
0 jaar;2022;Maasgouw;207
0 jaar;2023;Maasgouw;185
0 jaar;2022;Maashorst;579
0 jaar;2023;Maashorst;528
0 jaar;2022;Maasland;
0 jaar;2023;Maasland;
0 jaar;2022;Maassluis;397
0 jaar;2023;Maassluis;385
0 jaar;2022;Maastricht;858
0 jaar;2023;Maastricht;802
0 jaar;2022;Made;
0 jaar;2023;Made;
0 jaar;2022;Made en Drimmelen;
0 jaar;2023;Made en Drimmelen;
0 jaar;2022;Margraten;
0 jaar;2023;Margraten;
0 jaar;2022;Mariekerke;
0 jaar;2023;Mariekerke;
0 jaar;2022;Markelo;
0 jaar;2023;Markelo;
0 jaar;2022;Marken;
0 jaar;2023;Marken;
0 jaar;2022;De Marne;
0 jaar;2023;De Marne;
0 jaar;2022;Marum;
0 jaar;2023;Marum;
0 jaar;2022;Maurik;
0 jaar;2023;Maurik;
0 jaar;2022;Medemblik;462
0 jaar;2023;Medemblik;399
0 jaar;2022;Meeden;
0 jaar;2023;Meeden;
0 jaar;2022;Meerlo-Wanssum;
0 jaar;2023;Meerlo-Wanssum;
0 jaar;2022;Meerssen;144
0 jaar;2023;Meerssen;123
0 jaar;2022;Megen, Haren en Macharen;
0 jaar;2023;Megen, Haren en Macharen;
0 jaar;2022;Meierijstad;828
0 jaar;2023;Meierijstad;801
0 jaar;2022;Meijel;
0 jaar;2023;Meijel;
0 jaar;2022;Melick en Herkenbosch;
0 jaar;2023;Melick en Herkenbosch;
0 jaar;2022;Menaldumadeel;
0 jaar;2023;Menaldumadeel;
0 jaar;2022;Menameradiel;
0 jaar;2023;Menameradiel;
0 jaar;2022;Menterwolde;
0 jaar;2023;Menterwolde;
0 jaar;2022;Meppel;359
0 jaar;2023;Meppel;295
0 jaar;2022;Middelburg (Z.);463
0 jaar;2023;Middelburg (Z.);462
0 jaar;2022;Middelharnis;
0 jaar;2023;Middelharnis;
0 jaar;2022;Middelstum;
0 jaar;2023;Middelstum;
0 jaar;2022;Midden-Delfland;180
0 jaar;2023;Midden-Delfland;179
0 jaar;2022;Midden-Drenthe;331
0 jaar;2023;Midden-Drenthe;261
0 jaar;2022;Midden-Groningen;491
0 jaar;2023;Midden-Groningen;496
0 jaar;2022;Middenschouwen;
0 jaar;2023;Middenschouwen;
0 jaar;2022;Middenveld;
0 jaar;2023;Middenveld;
0 jaar;2022;Midwolda;
0 jaar;2023;Midwolda;
0 jaar;2022;Mierlo;
0 jaar;2023;Mierlo;
0 jaar;2022;Mijdrecht;
0 jaar;2023;Mijdrecht;
0 jaar;2022;Mill en Sint Hubert;
0 jaar;2023;Mill en Sint Hubert;
0 jaar;2022;Millingen aan de Rijn;
0 jaar;2023;Millingen aan de Rijn;
0 jaar;2022;Moerdijk;337
0 jaar;2023;Moerdijk;333
0 jaar;2022;Moergestel;
0 jaar;2023;Moergestel;
0 jaar;2022;Moerhuizen;
0 jaar;2023;Moerhuizen;
0 jaar;2022;Moerkapelle;
0 jaar;2023;Moerkapelle;
0 jaar;2022;Molenlanden;518
0 jaar;2023;Molenlanden;481
0 jaar;2022;Molenwaard;
0 jaar;2023;Molenwaard;
0 jaar;2022;Monnickendam;
0 jaar;2023;Monnickendam;
0 jaar;2022;Monster;
0 jaar;2023;Monster;
0 jaar;2022;Montferland;321
0 jaar;2023;Montferland;294
0 jaar;2022;Montfoort;132
0 jaar;2023;Montfoort;112
0 jaar;2022;Montfort;
0 jaar;2023;Montfort;
0 jaar;2022;Mook en Middelaar;66
0 jaar;2023;Mook en Middelaar;69
0 jaar;2022;Moordrecht;
0 jaar;2023;Moordrecht;
0 jaar;2022;Muiden;
0 jaar;2023;Muiden;
0 jaar;2022;Muntendam;
0 jaar;2023;Muntendam;
0 jaar;2022;Naaldwijk;
0 jaar;2023;Naaldwijk;
0 jaar;2022;Naarden;
0 jaar;2023;Naarden;
0 jaar;2022;Neder-Betuwe;374
0 jaar;2023;Neder-Betuwe;351
0 jaar;2022;Nederhorst den Berg;
0 jaar;2023;Nederhorst den Berg;
0 jaar;2022;Nederlek;
0 jaar;2023;Nederlek;
0 jaar;2022;Nederweert;179
0 jaar;2023;Nederweert;151
0 jaar;2022;Neede;
0 jaar;2023;Neede;
0 jaar;2022;Neer;
0 jaar;2023;Neer;
0 jaar;2022;Neerijnen;
0 jaar;2023;Neerijnen;
0 jaar;2022;Niedorp;
0 jaar;2023;Niedorp;
0 jaar;2022;Nieuwe Pekela;
0 jaar;2023;Nieuwe Pekela;
0 jaar;2022;Nieuwegein;687
0 jaar;2023;Nieuwegein;645
0 jaar;2022;Nieuwerkerk aan den IJssel;
0 jaar;2023;Nieuwerkerk aan den IJssel;
0 jaar;2022;Nieuweschans;
0 jaar;2023;Nieuweschans;
0 jaar;2022;Nieuw-Ginneken;
0 jaar;2023;Nieuw-Ginneken;
0 jaar;2022;Nieuwkoop;319
0 jaar;2023;Nieuwkoop;300
0 jaar;2022;Nieuw-Lekkerland;
0 jaar;2023;Nieuw-Lekkerland;
0 jaar;2022;Nieuwleusen;
0 jaar;2023;Nieuwleusen;
0 jaar;2022;Nieuwolda;
0 jaar;2023;Nieuwolda;
0 jaar;2022;Nieuwveen;
0 jaar;2023;Nieuwveen;
0 jaar;2022;Nieuw-Vossemeer;
0 jaar;2023;Nieuw-Vossemeer;
0 jaar;2022;Nigtevecht;
0 jaar;2023;Nigtevecht;
0 jaar;2022;Nijefurd;
0 jaar;2023;Nijefurd;
0 jaar;2022;Nijeveen;
0 jaar;2023;Nijeveen;
0 jaar;2022;Nijkerk;478
0 jaar;2023;Nijkerk;463
0 jaar;2022;Nijmegen;1806
0 jaar;2023;Nijmegen;1660
0 jaar;2022;Nissewaard;933
0 jaar;2023;Nissewaard;889
0 jaar;2022;Nistelrode;
0 jaar;2023;Nistelrode;
0 jaar;2022;Noardeast-Fryslân;454
0 jaar;2023;Noardeast-Fryslân;421
0 jaar;2022;Noord-Beveland;64
0 jaar;2023;Noord-Beveland;49
0 jaar;2022;Noordenveld;245
0 jaar;2023;Noordenveld;245
0 jaar;2022;Noorder-Koggenland;
0 jaar;2023;Noorder-Koggenland;
0 jaar;2022;Noordoostpolder;578
0 jaar;2023;Noordoostpolder;576
0 jaar;2022;Noordwijk;406
0 jaar;2023;Noordwijk;393
0 jaar;2022;Noordwijkerhout;
0 jaar;2023;Noordwijkerhout;
0 jaar;2022;Nootdorp;
0 jaar;2023;Nootdorp;
0 jaar;2022;Norg;
0 jaar;2023;Norg;
0 jaar;2022;Nuenen, Gerwen en Nederwetten;211
0 jaar;2023;Nuenen, Gerwen en Nederwetten;210
0 jaar;2022;Nuland;
0 jaar;2023;Nuland;
0 jaar;2022;Nunspeet;367
0 jaar;2023;Nunspeet;328
0 jaar;2022;Nuth;
0 jaar;2023;Nuth;
0 jaar;2022;Obdam;
0 jaar;2023;Obdam;
0 jaar;2022;Odoorn;
0 jaar;2023;Odoorn;
0 jaar;2022;Oeffelt;
0 jaar;2023;Oeffelt;
0 jaar;2022;Oegstgeest;235
0 jaar;2023;Oegstgeest;222
0 jaar;2022;Ohé en Laak;
0 jaar;2023;Ohé en Laak;
0 jaar;2022;Oirschot;169
0 jaar;2023;Oirschot;180
0 jaar;2022;Oisterwijk;352
0 jaar;2023;Oisterwijk;290
0 jaar;2022;Oldambt;298
0 jaar;2023;Oldambt;310
0 jaar;2022;Oldebroek;263
0 jaar;2023;Oldebroek;251
0 jaar;2022;Oldehove;
0 jaar;2023;Oldehove;
0 jaar;2022;Oldekerk;
0 jaar;2023;Oldekerk;
0 jaar;2022;Oldenzaal;278
0 jaar;2023;Oldenzaal;262
0 jaar;2022;Olst;
0 jaar;2023;Olst;
0 jaar;2022;Olst-Wijhe;162
0 jaar;2023;Olst-Wijhe;165
0 jaar;2022;Ommen;174
0 jaar;2023;Ommen;171
0 jaar;2022;Onderbanken;
0 jaar;2023;Onderbanken;
0 jaar;2022;Oost Gelre;282
0 jaar;2023;Oost Gelre;251
0 jaar;2022;Oost-, West- en Middelbeers;
0 jaar;2023;Oost-, West- en Middelbeers;
0 jaar;2022;Oostburg;
0 jaar;2023;Oostburg;
0 jaar;2022;Oosterbroek;
0 jaar;2023;Oosterbroek;
0 jaar;2022;Oosterhesselen;
0 jaar;2023;Oosterhesselen;
0 jaar;2022;Oosterhout;542
0 jaar;2023;Oosterhout;514
0 jaar;2022;Oostflakkee;
0 jaar;2023;Oostflakkee;
0 jaar;2022;Ooststellingwerf;205
0 jaar;2023;Ooststellingwerf;197
0 jaar;2022;Oostzaan;87
0 jaar;2023;Oostzaan;91
0 jaar;2022;Ootmarsum;
0 jaar;2023;Ootmarsum;
0 jaar;2022;Openbaar Lichaam Z.IJ.P.;
0 jaar;2023;Openbaar Lichaam Z.IJ.P.;
0 jaar;2022;Oploo, Sint Anthonis en Ledeacker;
0 jaar;2023;Oploo, Sint Anthonis en Ledeacker;
0 jaar;2022;Opmeer;114
0 jaar;2023;Opmeer;133
0 jaar;2022;Opsterland;288
0 jaar;2023;Opsterland;278
0 jaar;2022;Oss;907
0 jaar;2023;Oss;857
0 jaar;2022;Ossendrecht;
0 jaar;2023;Ossendrecht;
0 jaar;2022;Oud en Nieuw Gastel;
0 jaar;2023;Oud en Nieuw Gastel;
0 jaar;2022;Oud-Beijerland;
0 jaar;2023;Oud-Beijerland;
0 jaar;2022;Oude IJsselstreek;289
0 jaar;2023;Oude IJsselstreek;297
0 jaar;2022;Oude Pekela;
0 jaar;2023;Oude Pekela;
0 jaar;2022;Oudenbosch;
0 jaar;2023;Oudenbosch;
0 jaar;2022;Ouder-Amstel;166
0 jaar;2023;Ouder-Amstel;126
0 jaar;2022;Ouderkerk;
0 jaar;2023;Ouderkerk;
0 jaar;2022;Oudewater;88
0 jaar;2023;Oudewater;86
0 jaar;2022;Overbetuwe;460
0 jaar;2023;Overbetuwe;472
0 jaar;2022;Papendrecht;337
0 jaar;2023;Papendrecht;262
0 jaar;2022;Peel en Maas;425
0 jaar;2023;Peel en Maas;405
0 jaar;2022;Peize;
0 jaar;2023;Peize;
0 jaar;2022;Pekela;110
0 jaar;2023;Pekela;104
0 jaar;2022;Pijnacker;
0 jaar;2023;Pijnacker;
0 jaar;2022;Pijnacker-Nootdorp;626
0 jaar;2023;Pijnacker-Nootdorp;529
0 jaar;2022;Polsbroek;
0 jaar;2023;Polsbroek;
0 jaar;2022;Posterholt;
0 jaar;2023;Posterholt;
0 jaar;2022;Prinsenbeek;
0 jaar;2023;Prinsenbeek;
0 jaar;2022;Purmerend;897
0 jaar;2023;Purmerend;913
0 jaar;2022;Putte;
0 jaar;2023;Putte;
0 jaar;2022;Putten;241
0 jaar;2023;Putten;262
0 jaar;2022;Raalte;376
0 jaar;2023;Raalte;342
0 jaar;2022;Raamsdonk;
0 jaar;2023;Raamsdonk;
0 jaar;2022;Ravenstein;
0 jaar;2023;Ravenstein;
0 jaar;2022;Reeuwijk;
0 jaar;2023;Reeuwijk;
0 jaar;2022;Reiderland;
0 jaar;2023;Reiderland;
0 jaar;2022;Reimerswaal;283
0 jaar;2023;Reimerswaal;301
0 jaar;2022;Renkum;169
0 jaar;2023;Renkum;215
0 jaar;2022;Renswoude;87
0 jaar;2023;Renswoude;80
0 jaar;2022;Reusel;
0 jaar;2023;Reusel;
0 jaar;2022;Reusel-De Mierden;144
0 jaar;2023;Reusel-De Mierden;144
0 jaar;2022;Rheden;331
0 jaar;2023;Rheden;327
0 jaar;2022;Rhenen;231
0 jaar;2023;Rhenen;214
0 jaar;2022;Ridderkerk;481
0 jaar;2023;Ridderkerk;469
0 jaar;2022;Riethoven;
0 jaar;2023;Riethoven;
0 jaar;2022;Rijneveld;
0 jaar;2023;Rijneveld;
0 jaar;2022;Rijnsaterwoude;
0 jaar;2023;Rijnsaterwoude;
0 jaar;2022;Rijnsburg;
0 jaar;2023;Rijnsburg;
0 jaar;2022;Rijnwaarden;
0 jaar;2023;Rijnwaarden;
0 jaar;2022;Rijnwoude;
0 jaar;2023;Rijnwoude;
0 jaar;2022;Rijsbergen;
0 jaar;2023;Rijsbergen;
0 jaar;2022;Rijssen;
0 jaar;2023;Rijssen;
0 jaar;2022;Rijssen-Holten;434
0 jaar;2023;Rijssen-Holten;414
0 jaar;2022;Rijswijk (ZH.);715
0 jaar;2023;Rijswijk (ZH.);679
0 jaar;2022;Roden;
0 jaar;2023;Roden;
0 jaar;2022;Roerdalen;172
0 jaar;2023;Roerdalen;175
0 jaar;2022;Roermond;584
0 jaar;2023;Roermond;539
0 jaar;2022;Roggel;
0 jaar;2023;Roggel;
0 jaar;2022;Roggel en Neer;
0 jaar;2023;Roggel en Neer;
0 jaar;2022;Rolde;
0 jaar;2023;Rolde;
0 jaar;2022;De Ronde Venen;444
0 jaar;2023;De Ronde Venen;406
0 jaar;2022;Roosendaal;714
0 jaar;2023;Roosendaal;633
0 jaar;2022;Roosendaal en Nispen;
0 jaar;2023;Roosendaal en Nispen;
0 jaar;2022;Rosmalen;
0 jaar;2023;Rosmalen;
0 jaar;2022;Rossum;
0 jaar;2023;Rossum;
0 jaar;2022;Rotterdam;7434
0 jaar;2023;Rotterdam;7003
0 jaar;2022;Rozenburg;
0 jaar;2023;Rozenburg;
0 jaar;2022;Rozendaal;14
0 jaar;2023;Rozendaal;10
0 jaar;2022;Rucphen;234
0 jaar;2023;Rucphen;205
0 jaar;2022;Ruinen;
0 jaar;2023;Ruinen;
0 jaar;2022;Ruinerwold;
0 jaar;2023;Ruinerwold;
0 jaar;2022;Ruurlo;
0 jaar;2023;Ruurlo;
0 jaar;2022;Sas van Gent;
0 jaar;2023;Sas van Gent;
0 jaar;2022;Sassenheim;
0 jaar;2023;Sassenheim;
0 jaar;2022;Schagen;389
0 jaar;2023;Schagen;362
0 jaar;2022;Schaijk;
0 jaar;2023;Schaijk;
0 jaar;2022;Scheemda;
0 jaar;2023;Scheemda;
0 jaar;2022;Schermer;
0 jaar;2023;Schermer;
0 jaar;2022;Scherpenzeel;138
0 jaar;2023;Scherpenzeel;137
0 jaar;2022;Schiedam;957
0 jaar;2023;Schiedam;907
0 jaar;2022;Schiermonnikoog;3
0 jaar;2023;Schiermonnikoog;5
0 jaar;2022;Schijndel;
0 jaar;2023;Schijndel;
0 jaar;2022;Schinnen;
0 jaar;2023;Schinnen;
0 jaar;2022;Schipluiden;
0 jaar;2023;Schipluiden;
0 jaar;2022;Schoonebeek;
0 jaar;2023;Schoonebeek;
0 jaar;2022;Schoonhoven;
0 jaar;2023;Schoonhoven;
0 jaar;2022;Schoorl;
0 jaar;2023;Schoorl;
0 jaar;2022;Schouwen-Duiveland;310
0 jaar;2023;Schouwen-Duiveland;287
0 jaar;2022;Sevenum;
0 jaar;2023;Sevenum;
0 jaar;2022;Simpelveld;71
0 jaar;2023;Simpelveld;76
0 jaar;2022;Sint Anthonis;
0 jaar;2023;Sint Anthonis;
0 jaar;2022;Sint Maarten;
0 jaar;2023;Sint Maarten;
0 jaar;2022;Sint Odilienberg;
0 jaar;2023;Sint Odilienberg;
0 jaar;2022;Sint Pancras;
0 jaar;2023;Sint Pancras;
0 jaar;2022;Sint Philipsland;
0 jaar;2023;Sint Philipsland;
0 jaar;2022;Sint-Michielsgestel;270
0 jaar;2023;Sint-Michielsgestel;291
0 jaar;2022;Sint-Oedenrode;
0 jaar;2023;Sint-Oedenrode;
0 jaar;2022;Sittard;
0 jaar;2023;Sittard;
0 jaar;2022;Sittard-Geleen;771
0 jaar;2023;Sittard-Geleen;758
0 jaar;2022;Skarsterlân;
0 jaar;2023;Skarsterlân;
0 jaar;2022;Sleen;
0 jaar;2023;Sleen;
0 jaar;2022;Sliedrecht;320
0 jaar;2023;Sliedrecht;304
0 jaar;2022;Slochteren;
0 jaar;2023;Slochteren;
0 jaar;2022;Sluis;179
0 jaar;2023;Sluis;182
0 jaar;2022;Sluis (oud);
0 jaar;2023;Sluis (oud);
0 jaar;2022;Sluis-Aardenburg;
0 jaar;2023;Sluis-Aardenburg;
0 jaar;2022;Smallingerland;562
0 jaar;2023;Smallingerland;476
0 jaar;2022;Smilde;
0 jaar;2023;Smilde;
0 jaar;2022;Sneek;
0 jaar;2023;Sneek;
0 jaar;2022;Snelrewaard;
0 jaar;2023;Snelrewaard;
0 jaar;2022;Soest;453
0 jaar;2023;Soest;438
0 jaar;2022;Someren;219
0 jaar;2023;Someren;229
0 jaar;2022;Son en Breugel;180
0 jaar;2023;Son en Breugel;175
0 jaar;2022;Spijkenisse;
0 jaar;2023;Spijkenisse;
0 jaar;2022;Sprang-Capelle;
0 jaar;2023;Sprang-Capelle;
0 jaar;2022;St. Anthonis;
0 jaar;2023;St. Anthonis;
0 jaar;2022;Stad Delden;
0 jaar;2023;Stad Delden;
0 jaar;2022;Stadskanaal;244
0 jaar;2023;Stadskanaal;268
0 jaar;2022;Standdaarbuiten;
0 jaar;2023;Standdaarbuiten;
0 jaar;2022;Staphorst;227
0 jaar;2023;Staphorst;257
0 jaar;2022;Stede Broec;221
0 jaar;2023;Stede Broec;197
0 jaar;2022;Stedum;
0 jaar;2023;Stedum;
0 jaar;2022;Steenbergen;248
0 jaar;2023;Steenbergen;219
0 jaar;2022;Steenderen;
0 jaar;2023;Steenderen;
0 jaar;2022;Steenwijk;
0 jaar;2023;Steenwijk;
0 jaar;2022;Steenwijkerland;420
0 jaar;2023;Steenwijkerland;428
0 jaar;2022;Stein (L.);217
0 jaar;2023;Stein (L.);183
0 jaar;2022;Stevensweert;
0 jaar;2023;Stevensweert;
0 jaar;2022;Stichtse Vecht;682
0 jaar;2023;Stichtse Vecht;630
0 jaar;2022;Stramproy;
0 jaar;2023;Stramproy;
0 jaar;2022;Strijen;
0 jaar;2023;Strijen;
0 jaar;2022;Súdwest-Fryslân;839
0 jaar;2023;Súdwest-Fryslân;800
0 jaar;2022;Susteren;
0 jaar;2023;Susteren;
0 jaar;2022;Swalmen;
0 jaar;2023;Swalmen;
0 jaar;2022;Tegelen;
0 jaar;2023;Tegelen;
0 jaar;2022;Terheijden;
0 jaar;2023;Terheijden;
0 jaar;2022;Termunten;
0 jaar;2023;Termunten;
0 jaar;2022;Terneuzen;490
0 jaar;2023;Terneuzen;410
0 jaar;2022;Terschelling;43
0 jaar;2023;Terschelling;28
0 jaar;2022;Teteringen;
0 jaar;2023;Teteringen;
0 jaar;2022;Texel;108
0 jaar;2023;Texel;128
0 jaar;2022;Teylingen;403
0 jaar;2023;Teylingen;369
0 jaar;2022;Tholen;338
0 jaar;2023;Tholen;331
0 jaar;2022;Thorn;
0 jaar;2023;Thorn;
0 jaar;2022;Tiel;409
0 jaar;2023;Tiel;369
0 jaar;2022;Tietjerksteradeel;
0 jaar;2023;Tietjerksteradeel;
0 jaar;2022;Tilburg;2250
0 jaar;2023;Tilburg;2088
0 jaar;2022;Tubbergen;214
0 jaar;2023;Tubbergen;198
0 jaar;2022;Twenterand;318
0 jaar;2023;Twenterand;311
0 jaar;2022;Tynaarlo;295
0 jaar;2023;Tynaarlo;317
0 jaar;2022;Tytsjerksteradiel;344
0 jaar;2023;Tytsjerksteradiel;269
0 jaar;2022;Ubbergen;
0 jaar;2023;Ubbergen;
0 jaar;2022;Uden;
0 jaar;2023;Uden;
0 jaar;2022;Udenhout;
0 jaar;2023;Udenhout;
0 jaar;2022;Uitgeest;145
0 jaar;2023;Uitgeest;103
0 jaar;2022;Uithoorn;384
0 jaar;2023;Uithoorn;309
0 jaar;2022;Ulrum;
0 jaar;2023;Ulrum;
0 jaar;2022;Urk;421
0 jaar;2023;Urk;397
0 jaar;2022;Usquert;
0 jaar;2023;Usquert;
0 jaar;2022;Utrecht (gemeente);4873
0 jaar;2023;Utrecht (gemeente);4222
0 jaar;2022;Utrechtse Heuvelrug;451
0 jaar;2023;Utrechtse Heuvelrug;374
0 jaar;2022;Vaals;64
0 jaar;2023;Vaals;49
0 jaar;2022;Valburg;
0 jaar;2023;Valburg;
0 jaar;2022;Valkenburg (ZH.);
0 jaar;2023;Valkenburg (ZH.);
0 jaar;2022;Valkenburg aan de Geul;100
0 jaar;2023;Valkenburg aan de Geul;100
0 jaar;2022;Valkenisse;
0 jaar;2023;Valkenisse;
0 jaar;2022;Valkenswaard;279
0 jaar;2023;Valkenswaard;268
0 jaar;2022;Veendam;214
0 jaar;2023;Veendam;234
0 jaar;2022;Veenendaal;819
0 jaar;2023;Veenendaal;791
0 jaar;2022;Veere;203
0 jaar;2023;Veere;197
0 jaar;2022;Veghel;
0 jaar;2023;Veghel;
0 jaar;2022;Veldhoven;396
0 jaar;2023;Veldhoven;367
0 jaar;2022;Velsen;636
0 jaar;2023;Velsen;629
0 jaar;2022;Venhuizen;
0 jaar;2023;Venhuizen;
0 jaar;2022;Venlo;959
0 jaar;2023;Venlo;861
0 jaar;2022;Venray;412
0 jaar;2023;Venray;355
0 jaar;2022;Vessem, Wintelre en Knegsel;
0 jaar;2023;Vessem, Wintelre en Knegsel;
0 jaar;2022;Vianen;
0 jaar;2023;Vianen;
0 jaar;2022;Vierlingsbeek;
0 jaar;2023;Vierlingsbeek;
0 jaar;2022;Vijfheerenlanden;822
0 jaar;2023;Vijfheerenlanden;707
0 jaar;2022;Vinkeveen en Waverveen;
0 jaar;2023;Vinkeveen en Waverveen;
0 jaar;2022;Vlaardingen;759
0 jaar;2023;Vlaardingen;791
0 jaar;2022;Vlagtwedde;
0 jaar;2023;Vlagtwedde;
0 jaar;2022;Vledder;
0 jaar;2023;Vledder;
0 jaar;2022;Vleuten-De Meern;
0 jaar;2023;Vleuten-De Meern;
0 jaar;2022;Vlieland;6
0 jaar;2023;Vlieland;5
0 jaar;2022;Vlijmen;
0 jaar;2023;Vlijmen;
0 jaar;2022;Vlissingen;386
0 jaar;2023;Vlissingen;364
0 jaar;2022;Vlist;
0 jaar;2023;Vlist;
0 jaar;2022;Vlodrop;
0 jaar;2023;Vlodrop;
0 jaar;2022;Voerendaal;123
0 jaar;2023;Voerendaal;103
0 jaar;2022;Voorburg;
0 jaar;2023;Voorburg;
0 jaar;2022;Voorhout;
0 jaar;2023;Voorhout;
0 jaar;2022;Voorne aan Zee;
0 jaar;2023;Voorne aan Zee;631
0 jaar;2022;Voorschoten;243
0 jaar;2023;Voorschoten;216
0 jaar;2022;Voorst;206
0 jaar;2023;Voorst;238
0 jaar;2022;Vorden;
0 jaar;2023;Vorden;
0 jaar;2022;Vries;
0 jaar;2023;Vries;
0 jaar;2022;Vriezenveen;
0 jaar;2023;Vriezenveen;
0 jaar;2022;Vught;319
0 jaar;2023;Vught;302
0 jaar;2022;Waadhoeke;435
0 jaar;2023;Waadhoeke;424
0 jaar;2022;Waalre;156
0 jaar;2023;Waalre;149
0 jaar;2022;Waalwijk;474
0 jaar;2023;Waalwijk;481
0 jaar;2022;Waddinxveen;493
0 jaar;2023;Waddinxveen;467
0 jaar;2022;Wageningen;253
0 jaar;2023;Wageningen;299
0 jaar;2022;Wanroij;
0 jaar;2023;Wanroij;
0 jaar;2022;Warffum;
0 jaar;2023;Warffum;
0 jaar;2022;Warmenhuizen;
0 jaar;2023;Warmenhuizen;
0 jaar;2022;Warmond;
0 jaar;2023;Warmond;
0 jaar;2022;Warnsveld;
0 jaar;2023;Warnsveld;
0 jaar;2022;Waspik;
0 jaar;2023;Waspik;
0 jaar;2022;Wassenaar;175
0 jaar;2023;Wassenaar;174
0 jaar;2022;Wateringen;
0 jaar;2023;Wateringen;
0 jaar;2022;Waterland;152
0 jaar;2023;Waterland;126
0 jaar;2022;Weerselo;
0 jaar;2023;Weerselo;
0 jaar;2022;Weert;466
0 jaar;2023;Weert;439
0 jaar;2022;Weesp;272
0 jaar;2023;Weesp;
0 jaar;2022;Wehl;
0 jaar;2023;Wehl;
0 jaar;2022;Werkendam;
0 jaar;2023;Werkendam;
0 jaar;2022;Wervershoof;
0 jaar;2023;Wervershoof;
0 jaar;2022;Wessem;
0 jaar;2023;Wessem;
0 jaar;2022;West Betuwe;561
0 jaar;2023;West Betuwe;556
0 jaar;2022;West Maas en Waal;205
0 jaar;2023;West Maas en Waal;187
0 jaar;2022;Westerbork;
0 jaar;2023;Westerbork;
0 jaar;2022;Westerhoven;
0 jaar;2023;Westerhoven;
0 jaar;2022;Wester-Koggenland;
0 jaar;2023;Wester-Koggenland;
0 jaar;2022;Westerkwartier;690
0 jaar;2023;Westerkwartier;664
0 jaar;2022;Westerschouwen;
0 jaar;2023;Westerschouwen;
0 jaar;2022;Westerveld;133
0 jaar;2023;Westerveld;137
0 jaar;2022;Westervoort;164
0 jaar;2023;Westervoort;150
0 jaar;2022;Westerwolde;227
0 jaar;2023;Westerwolde;185
0 jaar;2022;Westkapelle;
0 jaar;2023;Westkapelle;
0 jaar;2022;Westland;1249
0 jaar;2023;Westland;1192
0 jaar;2022;Weststellingwerf;265
0 jaar;2023;Weststellingwerf;239
0 jaar;2022;Westvoorne;115
0 jaar;2023;Westvoorne;
0 jaar;2022;Wierden;245
0 jaar;2023;Wierden;250
0 jaar;2022;Wieringen;
0 jaar;2023;Wieringen;
0 jaar;2022;Wieringermeer;
0 jaar;2023;Wieringermeer;
0 jaar;2022;Wijchen;354
0 jaar;2023;Wijchen;337
0 jaar;2022;Wijdemeren;229
0 jaar;2023;Wijdemeren;185
0 jaar;2022;Wijdewormer;
0 jaar;2023;Wijdewormer;
0 jaar;2022;Wijhe;
0 jaar;2023;Wijhe;
0 jaar;2022;De Wijk;
0 jaar;2023;De Wijk;
0 jaar;2022;Wijk bij Duurstede;234
0 jaar;2023;Wijk bij Duurstede;217
0 jaar;2022;Willemstad;
0 jaar;2023;Willemstad;
0 jaar;2022;Willeskop;
0 jaar;2023;Willeskop;
0 jaar;2022;Wilnis;
0 jaar;2023;Wilnis;
0 jaar;2022;Winschoten;
0 jaar;2023;Winschoten;
0 jaar;2022;Winsum;
0 jaar;2023;Winsum;
0 jaar;2022;Winterswijk;249
0 jaar;2023;Winterswijk;208
0 jaar;2022;Wisch;
0 jaar;2023;Wisch;
0 jaar;2022;Wissenkerke;
